Country,"Country ISO",Region,"Region ISO",Population,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05
Iceland,IS,,,356991,0/1355454/188291/0/153,0/1373785/193987/0/153,0/0/202157/0/179,0/0/204717/0/213,0/0/205637/0/213,0/0/206356/0/213,0/0/207101/0/219,0/0/207974/0/229,0/0/208688/0/199,0/0/209093/0/263,0/0/209191/0/260,0/0/209191/0/260,0/0/209191/0/260,0/0/208735/0/186,0/0/208757/0/186,0/0/208957/0/186,0/0/209142/0/186,0/0/209286/0/186,0/0/209328/0/186,0/0/209650/0/186,0/0/209878/0/186,0/0/209899/0/186,0/0/209915/0/186,0/0/209928/0/186,0/0/0/0/0
India,IN,,,1173108018,1011653553/850896606/43160832/0/524636,1016681915/858526354/43469234/0/525139,1021365208/0/44036275/0/526396,1024575443/0/44436339/0/527911,1026407264/0/44591112/0/528655,1026864496/0/44654638/0/529077,1027050053/0/44673863/0/530622,1027204886/0/44679873/0/530705,1027331515/0/44684120/0/530740,1027374842/0/44687837/0/530772,1027399705/0/44718781/0/530876,1027404699/0/44949671/0/531547,1027408326/0/44990876/0/531872,1027412248/0/44994228/0/531906,1027414575/0/44995665/0/5319167,1027416842/0/44997216/0/531930,1027418163/0/44998838/0/532032,1027419276/0/45001245/0/533293,1027420096/0/45002015/0/533298,1027420529/0/45013908/0/533364,1027421795/0/45025076/0/533445,1027429444/0/45029035/0/533478,1027438309/0/45034360/0/533552,1027438533/0/45036197/0/533581,1027438561/0/0/0/0
Indonesia,ID,,,242968342,200327825/0/6054973/0/156591,201223231/0/6088460/0/156737,202268728/0/6207098/0/156993,203435374/0/6358808/0/157566,204114735/0/6431624/0/158112,204315646/0/6493079/0/158631,203715848/0/6664844/0/159830,203575051/0/6719815/0/160612,203657535/0/6730016/0/160814,0/0/6736046/0/160914,0/0/6746960/0/161023,0/0/6775613/0/161300,0/0/6807878/0/161773,203845350/0/6812051/0/161874,0/0/6812670/0/161895,0/0/6813287/0/161918,0/0/6813429/0/161918,203877425/0/6813429/0/161918,203878473/0/6813429/0/161918,0/0/6821911/0/161974,0/0/6827669/0/162045,0/0/6828367/0/162050,0/0/6828942/0/162056,0/0/6828969/0/162058,0/0/0/0/0
Iran,IR,,,76923300,64545209/52269202/7232034/0/141315,0/0/7238126/0/141389,64698435/0/7391026/0/141998,64935971/0/7528961/0/143867,65053044/0/7548648/0/144426,65064570/0/7557650/0/144576,65103298/0/7559706/0/144633,65113292/0/7561140/0/144685,65150916/0/7564350/0/144749,65159767/0/7567906/0/144845,0/0/7588540/0/145296,65175379/0/7607744/0/146058,65176523/0/7611743/0/146257,65190174/0/7612537/0/146297,65193531/0/7612935/0/146311,65194977/0/7613757/0/146329,0/0/7617752/0/146410,0/0/7622127/0/146580,65199831/0/7624407/0/146705,0/0/7625463/0/146757,0/0/7626230/0/146785,0/0/7627186/0/146811,0/0/7627186/0/146811,0/0/7627186/0/146811,0/0/0/0/0
Iraq,IQ,,,29671605,10674521/19002710/2328154/0/25219,10833447/0/2348662/0/25241,10985871/0/2444798/0/25315,11100960/0/2457871/0/25346,11163251/0/2459982/0/25355,11234347/0/2461484/0/25358,11308015/0/2463724/0/25364,11332925/0/2465107/0/25373,11332925/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/2465545/0/25375,0/0/0/0/0
Ireland,IE,,,4904240,4086688/12242180/1561632/0/7304,4090983/12347313/1600614/0/7499,4093982/0/1644166/0/7675,4095927/0/1656956/0/7839,4097161/0/1663653/0/7942,4100266/0/1672319/0/8043,4103340/0/1680548/0/8197,4104287/0/1687668/0/8293,4107168/0/1700253/0/8462,4107099/0/1703244/0/8655,4108076/0/1707466/0/8763,4107985/0/1710302/0/8849,4108360/0/1712654/0/8979,4108752/0/1713772/0/9063,4108826/0/1714643/0/9109,4108868/0/1718293/0/9180,0/0/1721152/0/9249,0/0/1723615/0/9281,0/0/1725026/0/9366,0/0/1727436/0/9369,4111392/0/1732675/0/9450,0/0/1734296/0/9523,0/0/1735149/0/9579,0/0/1735643/0/9593,0/0/0/0/0
Israel,IL,,,7353985,6709693/51345464/4138515/0/10852,6712425/51780014/4353033/0/10958,6714648/0/4582056/0/11377,6717017/0/4633417/0/11620,6718193/0/4662570/0/11698,6719515/0/4684451/0/11767,6721491/0/4722410/0/11863,6721260/0/4763676/0/12037,6722073/0/4786180/0/12193,6722592/0/4799274/0/12290,6722917/0/4814444/0/12403,6723094/0/4822035/0/12493,6723118/0/4826517/0/12540,0/0/4829182/0/12568,0/0/4831302/0/12592,0/0/4834779/0/12645,0/0/4839886/0/12691,0/0/4840714/0/12697,0/0/4841772/0/12707,0/0/4841558/0/12707,0/0/4841558/0/12707,0/0/4841558/0/12707,0/0/4841558/0/12707,0/0/4841558/0/12707,0/0/0/0/0
Italy,IT,,,60359546,50786795/221300348/17421410/0/166697,50803824/224876148/18523111/0/168353,50817627/0/21040025/0/172086,50830041/0/21867757/0/175595,50839270/0/22467278/0/177092,50849105/0/23531023/0/179101,50858770/0/24260660/0/181098,50865622/0/25143705/0/184642,50873342/0/25453789/0/186833,50867810/0/25576852/0/188094,50890159/0/25695311/0/189089,50893065/0/25788387/0/189738,50899139/0/25869010/0/190499,50915160/0/25897801/0/190868,50918400/0/25912481/0/191012,50926789/0/25955703/0/191276,50928732/0/26082645/0/191715,50933266/0/26230177/0/192406,50936719/0/26318717/0/192909,0/0/26517706/0/193886,0/0/26699442/0/195996,0/0/26712200/0/196599,0/0/26718988/0/196910,0/0/26720158/0/196936,0/0/0/0/0
Jamaica,JM,,,2847232,804279/1084527/137266/0/3056,813432/1124299/142804/0/3128,820893/0/146372/0/3194,828047/0/149798/0/3254,833515/0/151829/0/3317,834720/0/151931/0/3320,835930/0/152517/0/3399,843447/0/152758/0/3461,847490/0/153407/0/3480,851175/0/154065/0/3500,854236/0/154602/0/3529,856650/0/154786/0/3536,858035/0/154993/0/3549,858738/0/155224/0/3558,858924/0/155860/0/3596,859550/0/155860/0/3596,859703/0/156328/0/3606,859773/0/156463/0/3610,0/0/156551/0/3589,0/0/156584/0/3590,0/0/156704/0/3591,0/0/156776/0/3593,0/0/156806/0/3597,0/0/156812/0/3600,0/0/0/0/0
Japan,JP,,,127288000,103580853/50499191/8838747/0/30619,103740698/53504941/9316954/0/31277,103908328/0/12779171/0/32609,104113711/0/18949793/0/39938,104219495/0/21293921/0/44918,104281929/0/22324592/0/46765,104409189/0/24815308/0/49652,104543756/0/29234677/0/57274,104629108/0/32555047/0/68099,104669279/0/33227230/0/72395,104691125/0/33441444/0/73908,104704328/0/33720739/0/74542,104705133/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/33803572/0/74694,0/0/0/0/0
Jersey,JE,,,90812,83431/0/0/0/0,83595/0/0/0/0,83844/0/0/0/0,83924/0/0/0/0,84019/0/0/0/0,84187/0/0/0/0,84294/0/0/0/0,84344/0/0/0/0,84365/0/0/0/0,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/66391/0/161,0/0/0/0/0
Jordan,JO,,,6407085,4789727/0/1696937/0/14066,4805507/0/1699197/0/14068,4812827/0/1709879/0/14074,4821579/0/1735495/0/14110,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/1746997/0/14122,0/0/0/0/0
Kazakhstan,KZ,,,15340000,9504978/0/1394867/0/19015,9524896/0/1395849/0/19018,10781555/0/1439725/0/19022,10823338/0/1478394/0/19041,10835128/0/1483609/0/19050,10842957/0/1484932/0/19052,10847465/0/1485635/0/19053,10849289/0/1488306/0/19057,10858101/0/1496549/0/19065,0/0/1498668/0/19068,0/0/1500891/0/19072,0/0/1502642/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1502857/0/19072,0/0/1503205/0/19072,0/0/1503687/0/19072,0/0/1503687/0/19072,0/0/1503687/0/19072,0/0/0/0/0
Kenya,KE,,,40046566,15995032/3662979/324976/0/5651,12641679/3728165/333694/0/5652,0/0/337622/0/5672,12641679/0/338183/0/5674,13610115/0/338434/0/5678,13969231/0/339147/0/5678,14093092/0/341636/0/5684,14213956/0/342499/0/5688,14242625/0/342810/0/5688,14317039/0/342912/0/5688,0/0/342978/0/5688,14494372/0/343060/0/5688,0/0/343312/0/5688,0/0/343786/0/5689,0/0/343918/0/5689,0/0/343955/0/5689,0/0/343955/0/5689,0/0/344070/0/5689,0/0/344092/0/5689,0/0/344094/0/5689,0/0/344094/0/5689,0/0/344094/0/5689,0/0/344101/0/5689,0/0/344101/0/5689,0/0/0/0/0
Kiribati,KI,,,92533,80566/0/3098/0/13,0/0/3236/0/13,0/0/3430/0/13,81548/0/3430/0/13,82774/0/3430/0/13,93685/0/3430/0/13,96184/0/3430/0/13,0/0/3430/0/13,99607/0/5008/0/18,100900/0/5013/0/18,0/0/5014/0/18,0/0/5025/0/24,0/0/5037/0/24,0/0/5081/0/24,0/0/5082/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/5085/0/24,0/0/0/0/0
"Korea, North",KP,,,22912177,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/1/0/6,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"Korea, South",KR,,,48422644,45055135/98723238/18119415/0/24197,45068982/100269452/18368857/0/24555,45087549/0/19820739/0/25068,45105608/0/23327897/0/26876,45114272/0/24796014/0/28445,45121392/0/25615667/0/29209,45131168/0/27155813/0/30568,45141704/0/29116800/0/32219,44852959/0/30197066/0/33486,44834230/0/30526012/0/33988,44812978/0/30830653/0/34281,44793894/0/31176660/0/34487,44784499/0/31728115/0/34754,0/0/32131606/0/35017,0/0/33201796/0/35313,0/0/34436542/0/35812,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/34571873/0/35934,0/0/0/0/0
Kosovo,XK,,,1795666,903306/1841383/228359/0/3139,903657/1846365/229199/0/3140,905542/0/254230/0/3171,906057/0/271476/0/3196,906310/0/272067/0/3199,906442/0/272161/0/3202,906550/0/272209/0/3202,906680/0/272283/0/3202,906807/0/272547/0/3203,906858/0/273059/0/3211,0/0/273674/0/3204,0/0/273849/0/3206,0/0/273899/0/3208,0/0/273909/0/3209,0/0/273918/0/3209,0/0/273969/0/3209,0/0/274020/0/3210,0/0/274279/0/3212,0/0/274279/0/3212,0/0/274279/0/3212,0/0/274279/0/3212,0/0/274279/0/3212,0/0/274279/0/3212,0/0/274279/0/3212,0/0/0/0/0
Kuwait,KW,,,2789132,3426459/8208880/633225/0/2555,3433696/0/643004/0/2555,3439433/0/653730/0/2559,3442938/0/657395/0/2563,3445141/0/658520/0/2563,3449660/0/662073/0/2568,3453545/0/662672/0/2570,3454823/0/662747/0/2570,3456075/0/662858/0/2570,3456391/0/663456/0/2570,3456597/0/665122/0/2570,3456856/0/665741/0/2570,3457089/0/665931/0/2570,3457171/0/665974/0/2570,3457284/0/666011/0/2570,3457388/0/666123/0/2570,3457430/0/666333/0/2570,3457468/0/666486/0/2570,3457498/0/666529/0/2570,0/0/666586/0/2570,0/0/666960/0/2570,0/0/667139/0/2570,0/0/667185/0/2570,0/0/667193/0/2570,0/0/0/0/0
Kyrgyzstan,KG,,,5776500,1558080/0/200993/0/2991,1571540/0/201053/0/2991,1575635/0/202685/0/2991,1586782/0/205716/0/2991,1603076/0/206083/0/2991,1620639/0/206452/0/2991,1628790/0/206530/0/2991,1637056/0/206557/0/2991,1646141/0/206592/0/2991,1652052/0/206633/0/2991,1659351/0/206805/0/2991,1672561/0/206888/0/2991,1687707/0/206890/0/2991,1707940/0/87891/0/1024,1715459/0/87906/0/1024,1730274/0/87949/0/1024,1736541/0/88889/0/1024,0/0/88908/0/1024,0/0/88924/0/1024,0/0/88934/0/1024,0/0/88953/0/1024,0/0/88953/0/1024,0/0/88953/0/1024,0/0/88953/0/1024,0/0/0/0/0
Laos,LA,,,6368162,5809748/1029081/209989/0/756,5817695/1030237/210292/0/757,0/0/211239/0/757,5888649/0/214039/0/757,0/0/215860/0/758,0/0/216243/0/758,0/0/216744/0/758,0/0/217797/0/758,0/0/217973/0/758,0/0/218015/0/758,0/0/218035/0/758,0/0/218077/0/671,0/0/218247/0/671,0/0/218482/0/671,0/0/218739/0/671,0/0/218814/0/671,0/0/218870/0/671,0/0/218891/0/671,0/0/218901/0/671,0/0/218906/0/671,0/0/218914/0/671,0/0/218940/0/671,0/0/218962/0/671,0/0/219025/0/671,0/0/0/0/0
Latvia,LV,,,1919968,1345566/7220965/828614/0/5824,1346050/7263566/835797/0/5860,1346184/0/861724/0/5892,0/0/899133/0/5946,0/0/930254/0/5994,0/0/952099/0/6053,0/0/963451/0/6091,0/0/973830/0/6161,0/0/975282/0/6214,0/0/975999/0/6258,0/0/976889/0/6312,0/0/977652/0/6346,0/0/977891/0/6368,0/0/975708/0/7368,0/0/975790/0/7372,0/0/975910/0/7378,0/0/976316/0/7384,0/0/976428/0/7388,0/0/976798/0/7412,0/0/977701/0/7465,0/0/977701/0/7465,0/0/977701/0/7465,0/0/977701/0/7465,0/0/977701/0/7465,0/0/0/0/0
Lebanon,LB,,,4125247,2686207/0/1099199/0/10429,2698736/0/1112199/0/10465,2709945/0/1173871/0/10532,2719718/0/1209478/0/10627,2727295/0/1215805/0/10676,2733290/0/1218779/0/10708,2739102/0/1220560/0/10737,2740227/0/1222515/0/10746,0/0/1228639/0/10790,0/0/1231840/0/10828,0/0/1234705/0/10868,0/0/1236702/0/10900,0/0/1237556/0/10914,0/0/1238552/0/10936,0/0/1238552/0/10936,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/1239904/0/10947,0/0/0/0/0
Lesotho,LS,,,1919552,0/453904/33358/0/698,916484/459732/33938/0/699,924248/0/34040/0/702,0/0/34206/0/704,0/0/34490/0/706,0/0/34490/0/706,996684/0/34490/0/706,998183/0/34490/0/706,0/0/34790/0/723,1008145/0/34790/0/723,1014073/0/34490/0/706,0/0/34490/0/706,0/0/34490/0/706,0/0/34490/0/706,0/0/34490/0/706,0/0/34490/0/706,0/0/34490/0/706,0/0/35836/0/709,0/0/35836/0/709,0/0/36135/0/709,0/0/36135/0/709,0/0/36138/0/709,0/0/36138/0/709,0/0/36138/0/709,0/0/0/0/0
Liberia,LR,,,3685076,0/0/7456/0/294,2458813/0/7497/0/294,2645947/0/7538/0/294,0/0/7883/0/294,3634393/0/7961/0/294,3692705/0/7996/0/294,3825381/0/8022/0/294,3903802/0/8043/0/294,0/0/8062/0/294,0/0/8077/0/294,0/0/8090/0/294,0/0/8090/0/294,0/0/8090/0/294,0/0/8090/0/294,0/0/8090/0/294,0/0/8090/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/7930/0/294,0/0/0/0/0
Libya,LY,,,6461454,2246087/0/502016/0/6430,2269135/0/502138/0/6430,2295317/0/503611/0/6431,2300959/0/506790/0/6437,2304757/0/506994/0/6437,2308724/0/507051/0/6437,0/0/507084/0/6437,0/0/507142/0/6437,2316327/0/507162/0/6437,0/0/507174/0/6437,0/0/507206/0/6437,0/0/507250/0/6437,0/0/507263/0/6437,0/0/507266/0/6437,0/0/507266/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/507269/0/6437,0/0/0/0/0
Liechtenstein,LI,,,38378,26739/0/17469/0/84,26744/0/17903/0/85,26753/0/18678/0/86,26756/0/19161/0/86,26758/0/19713/0/86,26762/0/20626/0/87,26764/0/20935/0/87,26763/0/21276/0/88,26765/0/21349/0/89,26766/0/21421/0/89,26769/0/21458/0/87,26770/0/21464/0/87,26771/0/21470/0/87,26771/0/21473/0/87,0/0/21473/0/87,0/0/21477/0/87,0/0/21491/0/87,0/0/21507/0/87,0/0/21526/0/87,0/0/21558/0/87,0/0/21571/0/89,0/0/21574/0/89,0/0/21575/0/89,0/0/21575/0/89,0/0/0/0/0
Lithuania,LT,,,2794184,1951811/8703850/1154914/0/9146,1952418/8718186/1161146/0/9173,1953367/0/1183422/0/9208,1954510/0/1218327/0/9289,1955325/0/1250158/0/9320,1955797/0/1268046/0/9393,1956188/0/1276076/0/9434,1956426/0/1288374/0/9481,1956692/0/1296493/0/9541,1956899/0/1304750/0/9585,1957040/0/1314531/0/9637,1957124/0/1318488/0/9668,1957159/0/1320541/0/9685,1957170/0/1321443/0/9692,1957178/0/1321908/0/9694,1957180/0/1323304/0/9700,1957184/0/1329905/0/9710,1957542/0/1338442/0/9734,1957974/0/1350542/0/9761,1958148/0/1359230/0/9773,1958229/0/1361865/0/9788,1958245/0/1364592/0/9799,1958258/0/1365783/0/9802,1958270/0/1366123/0/9803,1958276/0/0/0/0
Luxembourg,LU,,,613894,481020/4271341/247935/0/1078,481347/4299901/263387/0/1094,481534/0/282252/0/1109,481624/0/286827/0/1123,481713/0/291758/0/1129,481798/0/302221/0/1145,481867/0/306843/0/1162,481903/0/311746/0/1178,481927/0/314731/0/1210,481938/0/315945/0/1215,481957/0/319959/0/1232,0/0/319959/0/1232,0/0/319959/0/1232,0/0/382785/0/1000,0/0/382946/0/1000,0/0/383398/0/1000,0/0/384378/0/1000,0/0/385445/0/1000,0/0/386030/0/1000,0/0/389005/0/1000,0/0/390788/0/1000,0/0/391134/0/1000,0/0/391270/0/1000,0/0/391319/0/1000,0/0/0/0/0
"MS Zaandam",,,,1829,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/9/0/2,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Macao,MO,,,449198,609534/0/83/0/0,613839/0/325/0/0,615784/0/791/0/6,623502/0/793/0/6,625026/0/793/0/6,0/0/795/0/6,652674/0/808/0/6,676504/0/1569/0/13,678241/0/3488/0/120,679090/0/3514/0/121,679525/0/3514/0/121,679703/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Madagascar,MG,,,21281844,2292629/0/64377/0/1395,1290584/451753/65381/0/1398,1340993/0/66491/0/1408,1491857/0/66626/0/1410,1579817/0/66676/0/1410,1793522/0/66749/0/1411,1964151/0/67259/0/1412,2099998/0/67735/0/1416,2183010/0/67827/0/1419,2331784/0/67865/0/1422,2502027/0/68049/0/1424,2556731/0/68236/0/1424,2580188/0/68288/0/1425,2643237/0/68289/0/1425,2710365/0/68289/0/1425,0/0/68319/0/1425,0/0/68344/0/1425,0/0/68354/0/1425,0/0/68386/0/1426,0/0/68471/0/1426,0/0/68475/0/1426,0/0/68486/0/1426,0/0/68493/0/1426,0/0/68517/0/1427,0/0/0/0/0
Malawi,MW,,,15447500,2047317/582844/85985/0/2640,0/589303/86506/0/2645,2125294/0/87410/0/2665,2719685/0/87860/0/2676,3231900/0/88028/0/2682,3748590/0/88073/0/2683,3920784/0/88086/0/2685,4587043/0/88220/0/2685,4950288/0/88559/0/2686,4604195/0/88681/0/2686,4739457/0/88616/0/2686,4856085/0/88638/0/2686,5234809/0/88653/0/2686,5343858/0/88739/0/2686,5368688/0/88835/0/2686,0/0/88908/0/2686,0/0/88986/0/2686,0/0/88986/0/2686,0/0/89089/0/2686,0/0/89168/0/2686,0/0/89168/0/2686,0/0/89168/0/2686,0/0/89168/0/2686,0/0/89168/0/2686,0/0/0/0/0
Malaysia,MY,,,28274729,27991608/60034025/4506510/0/35676,28040480/60647556/4566055/0/35765,28072812/0/4680053/0/35969,28092504/0/4782624/0/36216,28102745/0/4840879/0/36374,28109091/0/4902964/0/36475,28115438/0/4992168/0/36684,28120737/0/5026677/0/36853,28126392/0/5036593/0/36942,28130430/0/5042791/0/36958,28132967/0/5049268/0/36979,28134738/0/5071840/0/37020,28137069/0/5100249/0/37087,28134841/0/5122019/0/37127,28118480/0/5121920/0/37181,28091144/0/5125799/0/37187,28135783/0/5129131/0/37194,28141044/0/5131899/0/37202,28137303/0/5140563/0/37201,28137597/0/5206724/0/37268,28137910/0/5269967/0/37340,28138015/0/5274786/0/37347,28138100/0/5278406/0/37348,28138157/0/5279145/0/37349,28138172/0/0/0/0
Maldives,MV,,,395650,398682/0/179753/0/299,398793/0/181586/0/305,398995/0/184302/0/307,399050/0/184856/0/308,399102/0/185042/0/308,399126/0/185364/0/308,399146/0/185618/0/311,399151/0/185678/0/311,0/0/185715/0/311,399263/0/185732/0/311,399283/0/185810/0/311,0/0/186435/0/313,399308/0/186651/0/315,0/0/186685/0/316,0/0/186687/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/186694/0/316,0/0/0/0/0
Mali,ML,,,13796354,2178821/696047/31097/0/734,1781525/708110/31165/0/737,1982922/0/31228/0/739,2172307/0/31412/0/739,2283516/0/32638/0/742,2631658/0/32733/0/742,2933127/0/32760/0/742,3304126/0/32770/0/743,3518336/0/32783/0/743,3613292/0/33018/0/743,3959022/0/33117/0/743,4271977/0/33144/0/743,4354292/0/33148/0/743,0/0/33151/0/743,0/0/33151/0/743,0/0/33152/0/743,0/0/33152/0/743,0/0/33159/0/743,0/0/33161/0/743,0/0/33164/0/743,0/0/33164/0/743,0/0/33164/0/743,0/0/33164/0/743,0/0/33164/0/743,0/0/0/0/0
Malta,MT,,,493559,476378/1925823/94742/0/721,476921/1950858/103132/0/741,477427/0/112828/0/794,477695/0/114050/0/801,477981/0/114692/0/806,478274/0/115349/0/808,478417/0/115818/0/809,478553/0/116384/0/815,478633/0/117062/0/824,478717/0/117477/0/827,478753/0/118004/0/832,478771/0/118441/0/835,478783/0/118756/0/837,478796/0/118966/0/861,478801/0/119288/0/869,478806/0/120044/0/877,478809/0/120422/0/882,478812/0/120632/0/883,478814/0/120705/0/885,0/0/120862/0/887,478953/0/121283/0/906,478953/0/121393/0/903,478953/0/121409/0/905,0/0/121418/0/905,0/0/0/0/0
"Marshall Islands",MH,,,65859,0/0/17/0/0,0/0/18/0/0,0/0/64/0/0,0/0/15042/0/17,0/0/15305/0/17,0/0/15389/0/17,0/0/15541/0/17,0/0/15547/0/17,0/0/15584/0/17,0/0/15598/0/17,0/0/16013/0/17,0/0/16081/0/17,0/0/16081/0/17,0/0/16098/0/17,0/0/16098/0/17,0/0/16119/0/17,0/0/16133/0/17,0/0/16138/0/17,0/0/16138/0/17,0/0/16138/0/17,0/0/16138/0/17,0/0/16138/0/17,0/0/16178/0/17,0/0/16178/0/17,0/0/0/0/0
Martinique,MQ,,,432900,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/229020/0/1092,0/0/229479/0/1095,0/0/229900/0/1100,0/0/229975/0/1102,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/230354/0/1104,0/0/0/0/0
Mauritania,MR,,,3205060,2542194/961836/59141/0/982,1927038/998154/59814/0/983,1992317/0/62572/0/992,2004100/0/62765/0/993,2005923/0/62815/0/995,2008576/0/63364/0/997,2055354/0/63420/0/997,2098993/0/63425/0/997,0/0/63665/0/997,2100271/0/63667/0/997,2100559/0/63515/0/997,2101025/0/63617/0/997,2101236/0/63681/0/997,0/0/63710/0/997,0/0/63712/0/997,2103721/0/63714/0/997,0/0/63757/0/997,0/0/63774/0/997,2103754/0/63777/0/997,0/0/63773/0/997,0/0/63809/0/997,0/0/63845/0/997,0/0/63848/0/997,0/0/63848/0/997,0/0/0/0/0
Mauritius,MU,,,1294104,976846/1282514/225862/0/996,978297/1282782/231036/0/1003,1021934/0/244850/0/1013,1021934/0/256452/0/1023,1021934/0/262648/0/1026,1123773/0/265301/0/1032,1123773/0/276456/0/1034,1123773/0/289980/0/1041,0/0/294602/0/1043,1123773/0/295440/0/1044,1123773/0/297760/0/1044,1123773/0/301096/0/1046,1123773/0/306969/0/1051,0/0/308209/0/1053,1123773/0/308739/0/1053,0/0/309204/0/1053,0/0/309830/0/1054,0/0/309983/0/1054,0/0/311465/0/1055,0/0/321419/0/1058,0/0/324332/0/1066,0/0/327256/0/1070,0/0/327305/0/1070,0/0/327305/0/1070,0/0/0/0/0
